transaction_id,date_key,location_key,flat_key,lease_key,resale_price,price_per_sqm
572362,11,526,261,200,595000,8500.0
568109,9,472,880,460,888000,8538.46
557020,4,1737,800,743,550000,5729.17
574140,12,1737,832,744,580000,6444.44
551028,1,624,1181,220,548000,6021.98
551029,1,624,1133,221,510000,5604.4
557564,4,624,1166,222,515000,5659.34
557565,4,624,1196,222,560000,6086.96
561845,6,624,1149,223,512000,5626.37
566010,8,624,1195,224,560000,6153.85
568295,9,624,1166,217,560000,6153.85
568297,9,624,1166,217,568000,6241.76
551388,1,819,471,179,420000,6268.66
564074,7,819,487,174,440000,6567.16
566378,8,819,471,174,435000,6492.54
555310,3,670,176,174,368000,5661.54
574584,12,670,216,177,370000,5692.31
556000,3,1098,746,153,580000,6590.91
560406,5,1098,746,157,550000,6250.0
568896,9,1098,757,159,575000,6534.09
551460,1,835,2066,410,850000,6028.37
575001,12,835,2171,411,950000,6737.59
553634,2,835,1579,410,810000,6183.21
570741,10,835,1575,412,810000,6377.95
572355,11,502,33,68,288000,5433.96
559444,5,316,462,461,460000,5750.0
556518,3,1172,1542,342,630000,5294.12
556519,3,1172,1567,336,658000,5529.41
562861,6,1172,1643,343,765000,6428.57
567288,8,1172,1542,344,625000,5252.1
565995,8,698,488,287,450000,6617.65
557388,4,522,608,133,370000,6607.14
561702,6,522,621,134,380000,6785.71
553169,2,6994,471,225,320000,4776.12
563605,7,6994,452,224,330000,4925.37
568130,9,6994,487,218,345000,5149.25
553208,2,6994,1150,225,400000,4347.83
550627,1,386,230,158,320000,5423.73
557249,4,386,172,156,308000,5220.34
574328,12,386,172,159,290000,4915.25
572224,11,386,183,159,360000,5000.0
565805,8,473,2254,483,1200000,8219.18
565806,8,473,2233,484,1210000,8287.67
552827,2,1447,487,226,393888,5878.93
552828,2,1447,471,227,350000,5223.88
556947,4,1447,501,220,365000,5447.76
565320,8,1447,452,225,360000,5373.13
574070,12,1447,515,228,370000,5522.39
564347,7,1025,576,50,320000,5423.73
573158,11,1025,601,51,325000,4779.41
552278,1,1199,179,52,335000,4926.47
556464,3,1199,219,53,358000,5264.71
573626,11,1199,219,54,342000,5029.41
553626,2,945,782,130,465000,5109.89
557912,4,945,740,132,465000,5109.89
570739,10,945,767,135,460000,5054.95
574990,12,945,749,136,508000,5582.42
572920,11,754,1700,287,872000,7389.83
550987,1,547,471,229,386000,5761.19
553299,2,547,501,228,335000,5000.0
555290,3,547,487,217,400000,5970.15
570318,10,547,501,230,378000,5641.79
574566,12,547,501,231,365888,5461.01
574567,12,547,487,231,368000,5492.54
551023,1,547,1150,229,455000,4945.65
567739,9,1448,27,232,290000,6444.44
563288,7,1568,1544,385,558000,4611.57
572014,11,1568,1574,386,550000,4365.08
550412,1,1568,1156,387,497000,5071.43
559282,5,6,1595,435,810000,6694.21
557199,4,6261,1752,388,758000,5019.87
565634,8,198,487,336,418000,6238.81
557255,4,198,1151,345,545000,5860.22
562396,6,1026,572,55,275000,5000.0
566709,8,1026,598,56,320000,5079.37
572348,11,6420,2148,436,790000,5231.79
557262,4,249,1405,57,450000,6081.08
570046,10,249,1405,56,470000,6351.35
561886,6,4420,882,363,490000,4622.64
555674,3,849,1169,267,570000,6063.83
557891,4,849,1184,267,540000,5744.68
566418,8,849,1169,266,548888,5839.23
570731,10,849,1198,268,568000,6042.55
553439,2,7203,502,342,385000,5661.76
555470,3,7203,488,341,370000,5441.18
561966,6,7203,502,346,392000,5764.71
563879,7,7203,488,346,385000,5661.76
572714,11,7203,453,347,355000,5220.59
574751,12,7203,472,348,375000,5514.71
574769,12,7203,1152,348,470000,5000.0
557983,4,1941,2254,462,830900,5691.1
566506,8,1941,2286,463,861888,5903.34
575650,12,1339,389,363,540000,7297.3
556231,3,5766,1569,696,550000,4545.45
556232,3,5766,1670,696,650000,5284.55
560688,5,5766,1619,697,615000,5125.0
562681,6,5951,1133,389,472000,5186.81
569151,9,5951,1166,390,490000,5384.62
575506,12,5951,1133,391,500000,5494.51
564779,7,2128,1551,461,680000,5312.5
554132,2,2128,880,464,559000,5375.0
552112,1,2285,347,314,420000,5600.0
554105,2,2285,347,315,415000,5533.33
554107,2,2285,325,316,405000,5400.0
558520,4,2285,351,317,430000,5443.04
560745,5,2285,351,317,425000,5379.75
571374,10,2285,347,318,423000,5640.0
564733,7,2285,881,319,515000,4904.76
559696,5,7003,2108,485,730000,5000.0
553249,2,7003,2272,486,742000,5082.19
551447,1,946,786,130,510000,5604.4
554308,2,3381,471,388,350000,5223.88
558722,4,3381,471,392,362000,5402.99
573686,11,3381,487,393,400000,5970.15
561026,5,3381,1167,394,445000,4836.96
567402,8,3381,1133,386,430000,4725.27
558896,4,3631,472,222,343000,5044.12
558897,4,3631,453,222,345000,5073.53
561132,5,3631,453,223,335000,4926.47
552632,1,3631,1132,221,380000,4222.22
554284,2,1242,2072,559,913000,6210.88
569358,9,1242,2175,560,1180000,8137.93
555920,3,5072,1533,768,540000,4909.09
555929,3,5072,1584,769,570000,5181.82
558148,4,5072,1533,769,520000,4727.27
575171,12,5072,1634,770,590000,5363.64
555838,3,5072,832,769,480000,5333.33
553835,2,5073,1633,768,591000,5422.02
558156,4,5073,1609,771,598888,5444.44
564318,7,5073,1609,772,602888,5480.8
570973,10,5074,1636,773,635000,5669.64
555926,3,5075,1657,774,598000,5436.36
566688,8,5075,1657,775,554000,5036.36
563184,7,4181,923,561,650000,5803.57
554679,3,1449,471,201,378500,5649.25
567748,9,1449,515,202,358000,5343.28
559280,5,7,1668,435,928000,7669.42
569950,10,6262,822,386,575000,4791.67
569993,10,6262,1751,386,730000,4866.67
563447,7,199,345,363,430000,5890.41
572208,11,199,345,364,470000,6438.36
574311,12,199,345,365,491888,6738.19
554982,3,199,811,366,620000,5740.74
572237,11,199,916,364,680000,6476.19
566705,8,1027,120,55,250000,5813.95
573155,11,1027,572,58,293000,5327.27
574382,12,6421,323,465,380000,5205.48
559529,5,6421,845,466,495000,4805.83
563536,7,6421,845,467,510000,4951.46
565682,8,250,1406,50,420000,5250.0
570045,10,250,1408,56,488000,6100.0
551056,1,4421,349,361,410000,5324.68
557613,4,4421,808,363,490000,4666.67
551455,1,845,1541,288,650000,5508.47
564110,7,845,1665,289,790000,6694.92
555673,3,850,1169,290,500000,5319.15
557889,4,850,1136,287,512000,5446.81
557890,4,850,1152,287,518000,5510.64
557892,4,850,1169,291,550000,5851.06
566419,8,850,1169,292,536000,5702.13
574980,12,850,1152,293,528000,5617.02
555469,3,7204,453,315,363000,5338.24
559912,5,7204,502,316,385000,5661.76
563295,7,1786,1604,485,900000,6923.08
565443,8,1786,1653,483,905000,7015.5
551522,1,1942,1596,468,638000,5229.51
570799,10,1942,1627,469,700000,5468.75
564142,7,1942,845,470,518000,5029.13
566475,8,1942,915,470,548000,5269.23
552287,1,1340,346,366,510000,6891.89
554074,2,5767,2217,696,868888,6033.94
562669,6,5767,2282,697,870000,6126.76
564643,7,5767,2268,698,870000,6126.76
567083,8,5952,1140,366,518000,5285.71
552154,1,2129,807,468,535000,5144.23
554133,2,2129,807,471,555000,5336.54
569178,9,2286,303,342,415000,5253.16
561778,6,7004,1544,483,520000,4297.52
560943,5,3382,501,385,372000,5552.24
573690,11,3382,457,393,391000,5430.56
573754,11,3382,1154,393,455000,4739.58
555924,3,5076,1634,776,590000,5363.64
560354,5,5076,1609,774,580000,5272.73
564320,7,5076,1634,771,595000,5409.09
568831,9,5076,1558,777,548000,4981.82
573133,11,5076,1583,775,590000,5412.84
558153,4,5077,1609,768,590000,5363.64
570975,10,5077,1533,778,570000,5181.82
553773,2,5077,832,776,490000,5444.44
564255,7,5077,832,771,505000,5611.11
566597,8,5077,832,772,506000,5622.22
551450,1,755,1684,294,805000,6822.03
555683,3,755,1665,289,805000,6822.03
572919,11,755,1712,295,864000,7322.03
550235,1,4182,468,223,448888,5043.69
550329,1,1450,501,203,348000,5194.03
559140,5,1450,501,204,375000,5597.01
559141,5,1450,515,204,380000,5671.64
567745,9,1450,501,205,378888,5655.04
567746,9,1450,487,205,371000,5537.31
550359,1,1569,471,395,360000,5373.13
559170,5,1569,490,392,385000,5500.0
574098,12,1569,504,396,412000,5885.71
565397,8,1569,1151,394,505000,5430.11
569803,10,1569,1181,386,499800,5492.31
550477,1,8,1595,413,890000,7355.37
559281,5,8,1620,414,880000,7272.73
563320,7,8,1569,415,825000,6818.18
572163,11,6031,1762,397,820000,5466.67
563446,7,200,491,320,440000,6111.11
565635,8,200,501,321,430000,6417.91
567960,9,200,471,321,408000,6089.55
572206,11,200,457,314,400000,5555.56
574338,12,200,1135,316,555000,5967.74
557533,4,7154,1620,367,808800,6684.3
557534,4,7154,1597,367,800000,6504.07
563721,7,7154,1569,368,758000,6264.46
553048,2,251,1405,59,458000,6189.19
557263,4,251,1403,60,480000,6486.49
568006,9,251,1407,53,460000,6216.22
557650,4,4422,1740,349,575800,4395.42
568400,9,4422,1744,339,635000,4703.7
563902,7,7205,1619,322,670000,5583.33
552914,2,1787,1544,485,735000,6074.38
559237,5,1787,880,487,668000,6423.08
566473,8,1943,880,487,545000,5240.38
570781,10,1943,806,488,540000,5242.72
556483,3,1341,299,369,495000,6689.19
562839,6,1341,299,370,460000,6216.22
567258,8,1341,304,371,485000,6062.5
558476,4,5768,2204,699,820000,5694.44
558477,4,5768,2172,699,828000,5830.99
558478,4,5768,2171,700,818000,5801.42
552053,1,5768,2253,701,802888,5537.16
573427,11,5768,2285,702,880000,6068.97
554102,2,2287,325,320,428000,5706.67
564694,7,2287,328,313,410000,5189.87
569177,9,2287,347,317,430000,5733.33
573472,11,2287,300,319,400000,5333.33
550851,1,7005,848,486,446888,4215.92
572917,11,921,885,336,828000,7596.33
571741,10,3711,452,391,368000,5492.54
575872,12,3711,452,398,352000,5253.73
557260,4,221,971,778,700000,7000.0
551701,1,4889,1634,792,580000,5272.73
566655,8,4889,1533,793,560000,5090.91
575159,12,4890,1533,794,542000,4927.27
551702,1,4891,1657,795,600000,5454.55
562342,6,4891,1558,796,540000,4909.09
564305,7,4891,1634,797,600000,5454.55
551022,1,548,1167,223,440000,4782.61
550328,1,1451,487,203,360000,5373.13
559139,5,1451,487,204,380000,5671.64
565321,8,1451,501,196,350000,5223.88
567747,9,1451,471,202,350000,5223.88
574069,12,1451,495,198,420000,5185.19
559196,5,1451,1166,204,460000,5054.95
563364,7,6032,883,389,525000,4906.54
563448,7,201,345,370,440000,6027.4
568003,9,201,811,372,570000,5277.78
563508,7,6422,345,460,383000,5246.58
568051,9,6422,345,472,380000,5205.48
559469,5,252,1407,57,467000,6310.81
574342,12,252,1403,51,415000,5608.11
566416,8,846,1132,287,577500,6416.67
566417,8,851,997,364,650000,6310.68
560110,5,851,1780,372,850000,6296.3
552921,2,1788,2233,489,880000,6027.4
572027,11,1788,2258,490,1029000,6860.0
553667,2,1944,1621,491,688000,5639.34
570782,10,1944,915,488,560000,5384.62
560905,5,1342,879,373,675000,6553.4
551987,1,5769,803,703,489000,4890.0
552066,1,5953,456,360,355000,5000.0
556260,3,5953,461,373,438888,5774.84
560710,5,5953,456,374,380000,5352.11
572284,11,379,2018,243,870000,7372.88
555026,3,379,2011,244,895000,7336.07
552113,1,2288,351,323,450000,5696.2
552116,1,2288,325,311,390000,5200.0
555678,3,922,879,350,718888,6979.5
570744,10,922,1797,337,1050000,7664.23
570745,10,922,1793,338,1025000,7374.1
572927,11,922,1791,338,1023000,7467.15
566445,8,947,1567,672,762888,6410.82
551446,1,947,844,673,670000,6568.63
568650,9,947,877,672,680000,6732.67
554370,2,3383,1149,399,350000,3846.15
554371,2,3383,1181,388,440000,4835.16
558812,4,3383,1133,385,430000,4725.27
561024,5,3383,1150,385,440000,4782.61
567400,8,3383,1195,386,455000,5000.0
575767,12,3383,1138,400,448000,4666.67
550320,1,4350,2139,625,1138000,8014.08
571931,11,4350,2106,626,1100000,7638.89
551816,1,2816,292,1127,398000,5940.3
564399,7,2816,339,1128,445000,6641.79
566771,8,2816,384,1129,450000,6716.42
571054,10,2816,384,1130,455000,6791.04
575248,12,2816,361,1131,450000,6716.42
551842,1,2816,797,1132,490000,5268.82
553912,2,2816,797,1133,535000,5752.69
558260,4,2816,870,1134,600000,6451.61
560460,5,2816,797,1135,510000,5483.87
560462,5,2816,870,1128,620000,6666.67
564422,7,2816,938,1129,630000,6774.19
564427,7,2816,938,1129,635000,6827.96
566800,8,2816,835,1136,545000,5860.22
571077,10,2816,938,1130,620888,6676.22
575267,12,2816,797,1137,535000,5752.69
575268,12,2816,870,1137,535000,5752.69
575273,12,2816,835,1131,655000,7043.01
559494,5,222,1614,722,805000,7000.0
553817,2,4892,1584,792,510000,4636.36
553739,2,4892,794,792,465000,5166.67
556934,4,4351,1551,627,780000,6093.75
567735,9,4351,1551,628,780000,6093.75
571925,11,4351,1601,626,852000,6708.66
556017,3,2817,79,1138,345000,7340.43
556018,3,2817,57,1138,315000,6702.13
558230,4,2817,79,1135,340000,7234.04
558263,4,2817,904,1135,588000,6322.58
560448,5,2817,870,1135,560000,6021.51
560450,5,2817,904,1135,588888,6332.13
564425,7,2817,904,1129,580000,6236.56
566801,8,2817,797,1136,528000,5677.42
553816,2,4893,1634,792,590000,5363.64
562341,6,4893,1609,798,575000,5227.27
575164,12,4893,1584,794,570888,5189.89
553735,2,4893,935,795,460000,5111.11
553736,2,4893,963,799,480000,5333.33
551820,1,2818,361,1133,433000,6462.69
553900,2,2818,339,1138,440000,6567.16
560427,5,2818,339,1135,420000,6268.66
562448,6,2818,339,1128,445000,6641.79
564402,7,2818,361,1136,450000,6716.42
551841,1,2818,870,1132,565000,6075.27
556044,3,2818,835,1138,520000,5591.4
558261,4,2818,904,1134,580000,6236.56
560456,5,2818,904,1135,592000,6365.59
564424,7,2818,835,1136,560000,6021.51
566794,8,2818,904,1129,589000,6333.33
566797,8,2818,870,1136,580000,6236.56
566808,8,2818,904,1139,590000,6344.09
566809,8,2818,904,1139,592000,6365.59
571079,10,2818,870,1137,588888,6332.13
571080,10,2818,904,1137,590000,6344.09
573222,11,2818,835,1137,570000,6129.03
575271,12,2818,835,1131,530000,5698.92
551808,1,2819,79,1132,348000,7404.26
551810,1,2819,79,1127,340000,7234.04
553893,2,2819,57,1132,315000,6702.13
558229,4,2819,57,1134,322888,6869.96
564389,7,2819,49,1129,325000,6914.89
566759,8,2819,73,1136,366000,7787.23
551818,1,2819,362,1132,438500,6448.53
553898,2,2819,319,1133,417000,6132.35
556048,3,2819,870,1134,568000,6107.53
562477,6,2819,870,1129,580888,6246.11
564423,7,2819,904,1136,575000,6182.8
566798,8,2819,835,1136,560000,6021.51
566802,8,2819,938,1136,600000,6451.61
566803,8,2819,938,1136,600000,6451.61
566806,8,2819,797,1139,530000,5698.92
573224,11,2819,870,1137,565000,6075.27
575270,12,2819,835,1140,580000,6236.56
555345,3,549,1548,245,680000,5440.0
563760,7,549,1599,246,720000,5760.0
568289,9,549,1189,247,580000,5858.59
561333,6,4242,1134,224,482000,5239.13
563191,7,4242,1134,217,528000,5739.13
563192,7,4242,1134,224,425000,4619.57
563213,7,1452,487,206,366000,5462.69
565322,8,1452,487,196,355000,5298.51
571939,11,1452,452,197,340000,5074.63
571940,11,1452,519,197,420000,5185.19
561410,6,1570,1149,388,485000,5329.67
554800,3,9,563,401,475000,7421.88
567833,9,9,565,388,478888,7482.62
553024,2,253,176,156,322000,4953.85
559440,5,253,196,157,380000,5846.15
561584,6,253,234,154,360000,5538.46
567966,9,253,216,159,365000,5615.38
574314,12,253,285,160,388000,5969.23
551461,1,852,2262,373,962800,6251.95
557923,4,852,2258,375,1050000,7000.0
557924,4,852,2262,375,930000,6038.96
560117,5,852,2265,366,1050000,6687.9
560172,5,1945,1596,484,662000,5426.23
560149,5,1945,880,484,528000,5076.92
569318,9,1343,368,376,550000,7432.43
558678,4,1343,879,366,668000,6485.44
554066,2,5770,1570,696,565000,4631.15
562659,6,5770,1646,697,650000,5327.87
558407,4,5770,975,699,530000,5096.15
564568,7,5770,878,697,500000,4901.96
556261,3,5954,173,388,325000,5416.67
560707,5,5954,211,394,353888,5898.13
562673,6,5954,191,385,360000,6000.0
554213,2,2130,2233,473,900000,6164.38
554101,2,2289,347,324,390000,5200.0
560744,5,2289,328,312,425000,5379.75
552172,1,2289,819,325,560000,4786.32
573524,11,2289,880,314,580000,5576.92
563608,7,7006,367,486,383888,5258.74
568132,9,7006,345,489,388000,5315.07
555661,3,923,346,377,532000,7189.19
560068,5,923,299,373,540000,7297.3
562117,6,923,324,374,513000,6932.43
562118,6,923,326,374,522000,6868.42
566399,8,923,346,375,798000,10783.78
555677,3,923,848,360,705000,6650.94
564100,7,923,1032,374,790000,7523.81
566430,8,923,882,375,968000,9132.08
574987,12,923,882,362,805000,7594.34
556639,3,3384,1166,402,410000,4505.49
550604,1,223,339,1103,595000,8880.6
557227,4,223,409,1104,650000,9701.49
559436,5,223,395,1105,590000,8805.97
561579,6,223,361,1106,590000,8805.97
565636,8,223,409,1107,630000,9402.99
574312,12,223,409,1108,661888,9878.93
559463,5,223,903,1105,780000,8478.26
559466,5,223,903,1105,818000,8891.3
559467,5,223,869,1105,765000,8315.22
561612,6,223,834,1106,795000,8641.3
565678,8,223,965,1109,758000,8239.13
565679,8,223,796,1110,768000,8347.83
565680,8,223,869,1109,760000,8260.87
551606,1,4894,935,795,510000,5666.67
566654,8,4895,1609,797,600000,5454.55
551610,1,4895,935,795,485000,5388.89
568823,9,4896,1609,800,580000,5272.73
558138,4,4897,1558,798,549500,4995.45
554623,3,4243,477,229,385000,5202.7
559263,5,10,880,387,750000,7211.54
565450,8,10,915,399,750000,7211.54
557052,4,10,1372,403,530000,6309.52
574174,12,10,1380,385,570000,6785.71
565527,8,6033,849,396,570000,5327.1
572106,11,6033,807,400,510000,4903.85
574240,12,6033,880,391,600000,5769.23
561610,6,202,808,361,560000,5333.33
563509,7,6423,345,474,420000,5753.42
555050,3,6423,879,475,495000,4805.83
553049,2,254,733,156,485000,5987.65
561613,6,254,751,154,500000,6172.84
568331,9,4423,452,371,372000,5552.24
559827,5,4423,1137,369,435000,4578.95
563804,7,4423,1153,363,505000,5315.79
566415,8,847,1165,287,550888,6120.98
560082,5,847,1158,296,540888,5408.88
575002,12,853,2258,363,985000,6566.67
555503,3,7206,1686,312,688000,5733.33
568439,9,7206,1619,314,658888,5490.73
572736,11,7206,1594,317,585000,4875.0
554798,3,1789,2254,491,965000,6609.59
554799,3,1789,2258,491,930000,6200.0
557954,4,1946,845,483,520000,5048.54
562840,6,1344,324,361,550000,7432.43
569319,9,1344,305,376,490000,6049.38
562614,6,5771,975,698,545000,5240.38
564567,7,5771,843,704,525000,5198.02
575405,12,5771,876,705,525000,5250.0
552065,1,5955,201,367,390000,5571.43
569139,9,5955,191,376,373000,6216.67
556337,3,2131,807,462,545888,5248.92
562718,6,2131,915,476,592000,5692.31
564725,7,2131,807,461,545000,5240.38
555025,3,380,1983,248,835000,6844.26
563503,7,380,1985,241,880000,7096.77
568045,9,380,2022,249,910000,7338.71
552232,1,2290,1765,373,660000,4962.41
556415,3,2290,1733,368,620000,4661.65
558603,4,2290,1742,375,675000,5075.19
573583,11,2290,1755,372,715000,5375.94
575600,12,2290,1765,372,685000,5150.38
553172,2,7007,298,492,360000,4931.51
557404,4,7007,367,493,370000,5068.49
561717,6,7007,298,494,372000,5095.89
570174,10,7007,345,485,378000,5178.08
560096,5,924,812,350,628000,5761.47
560111,5,924,1792,342,865000,6268.12
562887,6,3385,471,394,375000,5597.01
565061,7,3712,452,218,355000,5298.51
567497,8,3712,471,219,345000,5149.25
569533,9,3712,471,233,375000,5597.01
565074,7,3712,464,234,380000,4634.15
563474,7,224,876,723,708000,7080.0
568004,9,224,1014,724,770000,7700.0
575177,12,5078,1657,801,615000,5590.91
562274,6,5078,827,797,477000,5611.76
568775,9,5078,827,800,480000,5647.06
560275,5,5079,964,793,512000,5626.37
551721,1,5080,1584,799,542000,4927.27
562364,6,5081,1558,802,560000,5090.91
566676,8,5081,1657,800,600000,5454.55
573126,11,5081,1634,801,600000,5454.55
575175,12,5081,1609,803,610000,5545.45
559767,5,550,1133,290,515000,5659.34
559144,5,1462,501,204,360000,5373.13
565324,8,1462,487,196,425000,6343.28
567750,9,1462,501,205,390000,5820.9
567751,9,1462,487,205,375000,5597.01
574071,12,1462,487,198,395000,5895.52
569750,10,1462,495,202,410000,5061.73
569789,10,1462,1133,202,468000,5142.86
552849,2,1571,487,387,395000,5895.52
559173,5,1571,501,388,386000,5761.19
563224,7,1571,452,402,360000,5373.13
565348,8,1571,487,392,385000,5746.27
565352,8,1571,515,385,360000,5373.13
565394,8,1571,1183,388,523000,5623.66
557054,4,11,880,387,728000,7000.0
550757,1,6424,2106,437,860000,5972.22
559572,5,6424,2174,438,800000,5555.56
550614,1,273,615,55,345000,5476.19
554963,3,273,598,56,310000,4920.63
557237,4,273,580,56,310000,4920.63
565642,8,273,627,61,340000,5396.83
565645,8,273,615,51,328000,5206.35
567972,9,273,631,62,480000,6760.56
567974,9,273,627,62,310000,4920.63
572215,11,273,627,54,340000,5396.83
572216,11,273,631,63,345000,4859.15
551427,1,854,845,374,595000,5776.7
562175,6,1947,880,495,510000,4903.85
562176,6,1947,914,495,555000,5388.35
572951,11,1947,846,496,520000,5000.0
556508,3,1345,914,368,698000,6776.7
564630,7,5772,1645,704,650000,5371.9
558408,4,5772,803,700,495000,4950.0
569071,9,5772,843,706,520000,5148.51
562674,6,5956,260,375,384000,5565.22
564652,7,5956,201,366,382000,5457.14
553596,2,925,368,339,505000,6824.32
562116,6,925,324,341,535000,7229.73
564080,7,925,368,344,593000,8013.51
566398,8,925,346,344,500000,6756.76
551437,1,925,847,339,725000,6904.76
560097,5,925,847,341,735000,7000.0
562135,6,925,881,341,725000,6904.76
572916,11,925,1017,338,830000,7904.76
552580,1,3713,487,322,350000,5223.88
561137,5,3713,487,316,345000,5149.25
565069,7,3713,487,317,370000,5522.39
565073,7,3713,471,326,365000,5447.76
567503,8,3713,474,326,360000,5070.42
567510,8,3713,452,317,348000,5194.03
569532,9,3713,471,327,340000,5074.63
561149,5,3713,463,316,399000,4925.93
563097,6,3713,1152,313,455000,4840.43
553901,2,2820,384,1138,445000,6641.79
571052,10,2820,318,1130,430000,6417.91
575247,12,2820,361,1140,465000,6940.3
553909,2,2820,870,1132,588000,6322.58
560458,5,2820,835,1135,530000,5698.92
562467,6,2820,835,1135,550000,5913.98
562478,6,2820,797,1128,535000,5752.69
564417,7,2820,870,1129,575000,6182.8
564426,7,2820,938,1129,600000,6451.61
571083,10,2820,870,1130,568000,6107.53
571084,10,2820,870,1137,578000,6215.05
573229,11,2820,938,1137,590000,6344.09
573230,11,2820,904,1140,590000,6344.09
575272,12,2820,870,1131,595888,6407.4
562345,6,4898,1558,802,570000,5181.82
564304,7,4898,1533,800,568000,5163.64
573106,11,4898,1558,801,600000,5454.55
575162,12,4898,1634,804,602000,5472.73
551819,1,2821,339,1132,430000,6417.91
558236,4,2821,384,1134,450000,6716.42
562443,6,2821,361,1128,452500,6753.73
564401,7,2821,318,1129,420000,6268.66
568913,9,2821,384,1139,428000,6388.06
553911,2,2821,904,1138,580000,6236.56
556045,3,2821,904,1138,595000,6397.85
556050,3,2821,938,1134,622888,6697.72
558257,4,2821,938,1134,620000,6666.67
560452,5,2821,870,1135,575888,6192.34
560455,5,2821,938,1135,605000,6505.38
560461,5,2821,938,1128,625000,6720.43
564416,7,2821,870,1129,575000,6182.8
566804,8,2821,938,1139,575000,6182.8
571078,10,2821,835,1130,560000,6021.51
573221,11,2821,938,1137,615000,6612.9
551697,1,4899,1634,799,583000,5300.0
560343,5,4899,1584,793,580888,5280.8
562343,6,4899,1558,793,542000,4927.27
562347,6,4899,1609,802,618000,5618.18
558235,4,2822,339,1135,428000,6388.06
558238,4,2822,339,1135,430000,6417.91
564400,7,2822,384,1129,460000,6865.67
568912,9,2822,318,1139,442000,6597.01
568914,9,2822,384,1139,450000,6716.42
573207,11,2822,384,1137,475000,7089.55
551843,1,2822,797,1132,512000,5505.38
551844,1,2822,938,1132,612000,6580.65
558259,4,2822,904,1134,600000,6451.61
558264,4,2822,835,1134,555000,5967.74
560449,5,2822,797,1135,505000,5430.11
562479,6,2822,904,1129,590000,6344.09
564421,7,2822,797,1129,500000,5376.34
566799,8,2822,870,1136,595000,6397.85
571076,10,2822,797,1130,525000,5645.16
571082,10,2822,835,1137,565000,6075.27
571085,10,2822,938,1137,599000,6440.86
573225,11,2822,870,1137,585000,6290.32
573226,11,2822,938,1137,578000,6215.05
573231,11,2822,938,1137,608000,6537.63
575269,12,2822,904,1140,590000,6344.09
553820,2,4900,1584,805,585000,5318.18
573105,11,4900,1558,794,568888,5171.71
573107,11,4900,1558,794,560000,5090.91
572522,11,551,453,297,365000,5367.65
552780,2,4244,471,220,375000,5597.01
554622,3,4244,501,221,392000,5850.75
565235,8,4244,471,229,350000,5223.88
571879,11,4244,496,217,437000,5329.27
552830,2,1463,452,203,365000,5447.76
556950,4,1463,480,201,415000,5060.98
559201,5,1463,1166,204,465000,5109.89
556970,4,1572,455,404,360000,5142.86
559169,5,1572,501,399,408000,6089.55
567762,9,1572,471,392,395000,5895.52
559222,5,1572,1141,399,485000,4898.99
571991,11,1572,1135,386,520000,5591.4
557165,4,6263,846,392,520000,5000.0
